Accident_Date,Claim_Date,Claiment_Gender,chk,Claimant_Age,Claim_Number,Policy_Number,Policy_Type,Fraud_Found,Deductible,Driver_Rating,Police_Report_Filed,Witness_Present,Agent_Type,Base_Policy_Type,,
17-Jan-01,19-Feb-01,Male,6,58,1592,4984,Sedan - Collision,0,400,2,No,No,External,Collision,,
30-Sep-02,27-Aug-03,Male,5,71,1593,1879,Sedan - Liability,0,400,2,No,No,External,Liability,,
20-Jan-01,24-Mar-01,Male,3,54,1594,2874,Sedan - All Perils,0,400,3,No,No,External,All Perils,,
21-Feb-01,28-Jul-01,Male,6,60,1595,1617,Sedan - Collision,0,400,4,No,No,External,Collision,,
09-Oct-02,20-Nov-02,Male,6,76,1596,1028,Sedan - Liability,0,400,3,No,No,External,Liability,,
03-May-01,28-Feb-02,Female,0,19,1597,1432,Sedan - Liability,0,400,2,No,No,External,Liability,,
22-May-01,20-Jun-01,Male,6,32,1598,3720,Sedan - All Perils,0,400,1,No,No,External,All Perils,,
15-Oct-02,11-Mar-03,Male,1,78,1599,4172,Sport - Collision,1,400,4,No,No,External,Collision,,
05-Mar-01,15-Apr-01,Female,0,40,1600,1412,Sedan - All Perils,1,400,4,No,No,External,All Perils,,
03-May-01,10-May-01,Male,2,37,1601,4965,Sedan - Liability,0,400,2,No,No,External,Liability,,
27-Jun-01,01-Oct-01,Female,0,45,1602,2267,Sport - Collision,0,400,1,No,No,External,Collision,,
08-Jun-01,11-Mar-02,Male,4,59,1603,1097,Sedan - All Perils,0,400,1,No,No,External,All Perils,,
07-Feb-02,19-Aug-02,Female,0,66,1604,3017,Sedan - All Perils,0,400,3,No,No,External,All Perils,,
07-Mar-01,18-Jun-01,Male,3,32,1605,3901,Sedan - Liability,0,400,2,No,No,External,Liability,,
19-Feb-01,12-Mar-01,Male,6,28,1606,551,Sedan - Liability,0,400,1,No,No,External,Liability,,
04-Jul-02,01-Sep-02,Male,3,29,1607,2757,Sedan - All Perils,0,400,4,No,No,External,All Perils,,
23-Feb-01,18-Aug-01,Female,0,55,1608,3031,Sedan - Collision,0,400,3,No,No,External,Collision,,
31-Mar-01,01-Jun-01,Male,2,50,1609,2944,Sedan - Collision,0,400,2,No,No,External,Collision,,
10-Apr-01,05-Dec-01,Male,5,61,1610,2700,Sedan - Liability,0,400,3,No,No,External,Liability,,
21-Feb-01,28-Nov-01,Male,1,24,1611,3007,Sedan - All Perils,0,400,4,No,No,External,All Perils,,
30-Oct-02,01-Nov-02,Male,1,47,1612,1027,Sedan - All Perils,0,400,1,No,No,External,All Perils,,
07-Jan-01,07-Feb-01,Female,0,37,1613,1676,Sedan - Liability,0,400,2,No,No,External,Liability,,
24-Mar-01,13-Nov-01,Male,6,73,1614,2848,Sedan - Liability,0,400,4,No,No,External,Liability,,
02-May-02,07-Dec-02,Male,5,30,1615,770,Sedan - Collision,0,400,1,No,No,External,Collision,,
15-Mar-02,03-Apr-02,Male,3,25,1616,4532,Sedan - Liability,0,400,2,No,No,External,Liability,,
14-Mar-02,14-Feb-03,Male,2,53,1617,4037,Sedan - Collision,0,400,3,No,No,External,Collision,,
11-Apr-01,14-Apr-01,Male,3,21,1618,873,Sedan - Collision,0,400,4,No,No,External,Collision,,
29-Jun-01,17-Sep-01,Male,3,54,1619,4115,Sedan - Collision,0,400,3,No,No,External,Collision,,
27-May-02,10-Oct-02,Male,1,24,1620,2466,Sedan - Liability,0,400,1,No,No,External,Liability,,
27-Nov-01,15-Dec-01,Male,5,43,1621,1217,Sedan - Collision,0,400,4,No,No,External,Collision,,
05-Mar-01,05-Mar-01,Male,1,39,1622,3805,Sedan - Liability,0,400,3,No,No,External,Liability,,
17-Sep-01,25-Sep-01,Male,6,32,1623,669,Utility - Collision,0,400,1,No,No,External,Collision,,
27-Apr-01,12-Jan-02,Female,0,39,1624,2218,Sedan - Collision,0,400,1,No,No,External,Collision,,
19-Jun-01,09-Sep-01,Male,3,59,1625,3647,Sedan - Collision,0,400,2,No,No,External,Collision,,
26-Feb-02,23-Oct-02,Male,5,50,1626,1893,Sport - Collision,0,400,3,No,No,External,Collision,,
19-Nov-01,06-Dec-01,Male,6,32,1627,1307,Sedan - All Perils,0,400,4,Yes,No,External,All Perils,,
15-Oct-01,26-Dec-01,Male,6,40,1628,3830,Sedan - All Perils,0,400,2,No,No,External,All Perils,,
23-May-01,06-May-02,Male,1,41,1629,3615,Sedan - Liability,0,400,4,No,No,External,Liability,,
26-Mar-01,14-Aug-01,Male,4,56,1630,859,Sedan - All Perils,0,400,1,No,No,External,All Perils,,
06-Jan-01,24-Mar-01,Male,3,62,1631,287,Sedan - All Perils,0,400,1,No,No,External,All Perils,,
18-May-01,09-Jun-01,Male,6,55,1632,1570,Sedan - All Perils,0,400,2,Yes,No,External,All Perils,,
20-Apr-01,28-Apr-01,Male,2,69,1633,402,Sedan - Collision,0,500,4,No,No,External,Collision,,
12-Sep-02,12-Sep-02,Male,1,40,1634,2210,Sedan - Collision,0,400,1,No,No,External,Collision,,
10-Jan-01,15-Feb-01,Male,2,33,1635,1840,Sedan - Liability,0,400,2,No,No,External,Liability,,
19-Jun-01,26-Jun-01,Male,2,76,1636,2251,Sedan - Collision,0,400,4,No,No,External,Collision,,
19-Feb-02,14-Apr-02,Male,6,50,1637,4064,Sedan - All Perils,0,400,2,No,No,External,All Perils,,
05-Jul-01,20-Feb-02,Male,6,60,1638,198,Sedan - All Perils,0,400,4,No,No,External,All Perils,,
03-Aug-01,08-Aug-01,Male,6,25,1639,1476,Sedan - Liability,0,400,2,No,No,External,Liability,,
21-Mar-01,22-Nov-01,Male,1,67,1640,851,Sedan - All Perils,0,400,2,No,No,External,All Perils,,
07-Apr-01,17-Sep-01,Male,2,19,1641,99,Sedan - All Perils,0,400,4,No,No,External,All Perils,,
11-Jan-01,17-Mar-01,Male,2,23,1642,3982,Utility - Liability,0,400,3,No,No,External,Liability,,
19-Apr-01,25-May-01,Male,4,42,1643,4300,Sedan - Liability,0,400,2,No,No,External,Liability,,
01-Jan-01,18-Jan-01,Male,3,32,1644,1294,Sedan - Collision,0,700,3,No,No,External,Collision,,
16-Jan-01,15-Mar-01,Male,6,67,1645,4622,Sedan - Liability,0,400,3,No,No,External,Liability,,
07-Jan-01,09-May-01,Male,1,44,1646,2070,Sedan - Liability,0,400,4,No,No,External,Liability,,
21-Feb-01,19-Mar-01,Male,5,51,1647,2307,Sedan - Liability,0,400,4,No,No,External,Liability,,
05-Mar-02,26-Mar-02,Male,4,39,1648,2501,Sedan - Liability,0,400,3,No,No,External,Liability,,
08-Apr-02,19-Apr-02,Male,2,29,1649,1013,Sedan - Collision,0,400,4,Yes,No,External,Collision,,
08-Apr-01,16-May-01,Male,4,51,1650,1485,Sedan - Collision,0,400,4,No,No,External,Collision,,
29-Jan-01,24-Feb-02,Female,0,48,1651,3813,Sport - Collision,0,400,4,No,No,External,Collision,,
14-Mar-01,10-Apr-01,Male,3,22,1652,425,Sedan - All Perils,0,400,4,No,No,External,All Perils,,
06-Oct-01,03-Jan-02,Male,1,37,1653,4203,Utility - All Perils,0,400,1,No,No,External,All Perils,,
29-Aug-01,09-Oct-01,Male,4,70,1654,2098,Sedan - Collision,0,400,2,No,No,External,Collision,,
22-Oct-01,30-Jan-02,Male,3,68,1655,4860,Sedan - All Perils,0,400,3,No,No,External,All Perils,,
03-Jan-01,25-May-01,Male,2,71,1656,1316,Sedan - Liability,0,400,1,Yes,No,External,Liability,,
02-Sep-01,01-May-02,Male,6,77,1657,3246,Sport - Collision,0,400,4,No,No,External,Collision,,
15-Feb-02,22-Apr-02,Male,2,60,1658,481,Sedan - All Perils,0,400,4,No,No,External,All Perils,,
04-Feb-01,21-Sep-01,Male,4,50,1659,1472,Sedan - Collision,0,400,2,No,No,External,Collision,,
20-Jul-01,16-Aug-01,Male,3,28,1660,386,Sedan - Liability,0,400,4,No,No,External,Liability,,
13-Jan-01,11-Jun-01,Male,4,41,1661,978,Sedan - All Perils,1,400,4,No,No,External,All Perils,,
27-Dec-02,28-Jan-03,Male,2,61,1662,1702,Utility - All Perils,0,400,3,No,No,External,All Perils,,
09-May-01,08-Jun-01,Male,5,48,1663,651,Sedan - All Perils,0,400,3,No,No,External,All Perils,,
27-May-01,13-Aug-01,Male,1,43,1664,721,Sedan - Collision,0,400,1,No,No,External,Collision,,
20-Mar-01,31-Mar-01,Male,5,63,1665,91,Sedan - Collision,0,400,1,No,No,External,Collision,,
14-Feb-01,17-Jun-01,Male,4,43,1666,3583,Sedan - Liability,0,400,3,No,No,External,Liability,,
04-Mar-02,08-Mar-02,Male,1,49,1667,4600,Sedan - Collision,0,400,4,No,No,External,Collision,,
16-Feb-02,18-Aug-02,Female,0,52,1668,3001,Sedan - Collision,0,400,1,No,No,External,Collision,,
20-Dec-01,29-Dec-01,Female,0,40,1669,3529,Sedan - Collision,0,400,3,No,No,External,Collision,,
07-Mar-01,12-Mar-01,Male,5,29,1670,3695,Sedan - Collision,0,400,2,No,No,External,Collision,,
17-Mar-01,04-Apr-01,Female,0,51,1671,1149,Sedan - All Perils,0,400,4,No,No,External,All Perils,,
09-Apr-01,16-Oct-01,Female,0,26,1672,2055,Sedan - All Perils,0,400,2,No,No,External,All Perils,,
20-Nov-01,18-Dec-01,Male,3,26,1673,1256,Sedan - All Perils,0,400,2,No,No,External,All Perils,,
24-Aug-01,27-Dec-01,Male,4,60,1674,2564,Sedan - Collision,0,400,4,No,No,External,Collision,,
19-May-01,01-Feb-02,Male,2,51,1675,3114,Sedan - Liability,0,700,1,No,No,External,Liability,,
03-Feb-01,09-Jun-01,Female,0,49,1676,698,Sedan - All Perils,1,400,4,No,No,External,All Perils,,
21-Sep-01,30-Sep-01,Male,1,24,1677,2800,Utility - All Perils,0,400,1,No,No,External,All Perils,,
10-Apr-01,19-Sep-01,Male,5,71,1678,3117,Sedan - Liability,0,400,4,No,No,External,Liability,,
20-Feb-02,30-Jul-02,Male,3,68,1679,4527,Sedan - Collision,0,400,2,No,No,External,Collision,,
30-May-02,08-Dec-02,Female,0,36,1680,3048,Sedan - All Perils,1,400,1,No,No,External,All Perils,,
08-Dec-01,11-Dec-01,Male,1,47,1681,1357,Sedan - All Perils,0,400,3,No,No,External,All Perils,,
08-Nov-01,27-Feb-02,Male,1,53,1682,2109,Sedan - Liability,0,400,1,No,No,External,Liability,,
03-Aug-01,27-Aug-01,Male,1,67,1683,365,Sedan - All Perils,1,400,2,No,No,External,All Perils,,
06-Feb-01,01-Apr-01,Male,2,38,1684,3855,Sedan - Collision,0,500,2,No,No,External,Collision,,
15-Jul-01,31-Aug-01,Male,2,69,1685,2444,Sedan - All Perils,1,400,2,No,No,External,All Perils,,
03-Oct-01,28-Feb-02,Male,1,23,1686,4553,Sedan - Liability,0,400,1,No,No,External,Liability,,
04-Jul-01,02-Aug-01,Male,5,47,1687,4247,Sedan - Collision,1,400,2,No,No,External,Collision,,
17-Aug-02,14-Sep-02,Male,4,34,1688,1638,Sedan - Liability,0,400,1,No,No,External,Liability,,
24-Sep-01,07-Feb-02,Female,0,58,1689,537,Sedan - All Perils,1,400,4,No,No,External,All Perils,,
29-Jul-01,03-Mar-02,Male,6,72,1690,347,Sedan - Collision,1,400,4,No,No,External,Collision,,
02-May-01,11-Aug-01,Male,1,78,1691,358,Sedan - Collision,0,400,2,No,No,External,Collision,,
23-Dec-02,07-Mar-03,Male,2,58,1692,3308,Sedan - Collision,0,400,1,No,No,External,Collision,,
14-Jun-02,17-Dec-02,Male,5,75,1693,3943,Sedan - Collision,0,400,2,No,No,External,Collision,,
23-Feb-02,29-Sep-02,Male,5,42,1694,1,Sedan - Collision,0,400,2,No,No,External,Collision,,
09-Mar-01,21-Apr-01,Male,5,76,1695,933,Sedan - Liability,0,400,4,No,No,External,Liability,,
19-Jan-01,16-Feb-02,Male,3,71,1696,4938,Sedan - Liability,0,400,1,No,No,Internal,Liability,,
31-Aug-01,03-Dec-01,Male,5,67,1697,837,Sedan - Liability,0,400,3,No,No,External,Liability,,
08-Mar-01,25-Jun-01,Male,5,73,1698,2533,Sedan - Collision,0,400,3,No,No,External,Collision,,
15-Mar-01,28-Dec-01,Male,1,32,1699,214,Sedan - Collision,0,400,3,No,No,External,Collision,,
01-May-02,16-Jun-02,Male,3,29,1700,1826,Sedan - Collision,0,400,2,No,No,External,Collision,,
13-May-01,13-Jan-02,Male,6,67,1701,3624,Sedan - Collision,0,400,2,No,No,External,Collision,,
26-Oct-01,02-Apr-02,Male,6,45,1702,4872,Sedan - Liability,0,400,4,No,No,External,Liability,,
16-Jan-01,12-Aug-01,Male,2,60,1703,4098,Sedan - All Perils,0,400,4,No,No,External,All Perils,,
02-Dec-01,20-Dec-01,Female,0,72,1704,1339,Sedan - Liability,0,400,1,No,No,External,Liability,,
11-Feb-02,16-May-02,Male,2,64,1705,1551,Sedan - Collision,0,400,3,No,No,External,Collision,,
30-Jun-01,01-Jul-01,Male,2,20,1706,3842,Sedan - Liability,0,700,2,No,No,External,Liability,,
07-May-03,05-Nov-03,Male,3,52,1707,4304,Sedan - Collision,0,400,4,No,No,External,Collision,,
03-Jul-01,25-Sep-01,Male,2,49,1708,1443,Utility - Collision,0,400,2,No,No,External,Collision,,
28-Jan-01,19-Jun-01,Male,2,67,1709,4177,Sedan - Liability,0,400,1,No,No,External,Liability,,
29-Jan-02,31-Mar-02,Male,3,52,1710,4319,Sedan - Collision,0,400,1,Yes,No,External,Collision,,
08-Apr-01,26-Apr-01,Male,3,56,1711,1447,Sedan - All Perils,0,400,3,No,No,External,All Perils,,
03-Jun-02,31-Dec-02,Female,0,68,1712,108,Sedan - Collision,0,400,2,No,No,External,Collision,,
24-Mar-01,13-Jul-01,Male,5,77,1713,322,Sedan - Collision,0,400,2,No,No,External,Collision,,
23-Feb-02,17-Apr-02,Male,1,63,1714,2504,Sedan - Liability,0,400,4,No,No,External,Liability,,
14-Jan-01,14-Jan-01,Male,5,30,1715,1876,Sedan - Liability,0,400,2,No,No,External,Liability,,
21-Nov-01,29-Jun-02,Male,2,74,1716,701,Sedan - Collision,0,400,3,Yes,No,External,Collision,,
07-Jan-01,26-Jan-01,Male,1,55,1717,870,Sedan - Collision,0,400,2,No,No,External,Collision,,
10-Apr-01,01-Jul-01,Male,1,77,1718,1999,Sedan - Collision,0,400,1,No,No,Internal,Collision,,
17-Jan-01,17-Mar-01,Male,3,41,1719,1284,Sedan - Liability,0,400,3,No,No,Internal,Liability,,
19-Apr-01,19-Jun-01,Female,0,43,1720,2568,Sedan - Collision,0,400,3,No,No,External,Collision,,
25-Jun-02,14-Mar-03,Male,1,43,1721,4182,Sedan - Collision,0,400,4,No,No,External,Collision,,
23-May-01,08-Aug-01,Male,4,20,1722,4754,Sedan - All Perils,0,400,2,No,No,External,All Perils,,
04-Sep-01,07-Dec-01,Male,3,78,1723,1946,Sedan - Collision,0,400,2,No,No,External,Collision,,
21-Jan-01,12-Mar-01,Female,0,24,1724,614,Sedan - Liability,0,400,3,No,No,External,Liability,,
09-Nov-02,23-Nov-02,Male,1,26,1725,2014,Sedan - Collision,0,400,4,No,No,External,Collision,,
03-Feb-01,16-Feb-01,Male,5,61,1726,4176,Sedan - All Perils,0,400,2,No,No,External,All Perils,,
02-Jun-01,21-Nov-01,Female,0,73,1727,3249,Sedan - Liability,0,400,2,No,No,External,Liability,,
07-Feb-01,01-Apr-01,Male,2,19,1728,2603,Sedan - Liability,0,400,3,No,No,External,Liability,,
08-Jun-01,31-Oct-01,Female,0,21,1729,590,Sedan - Collision,0,400,2,No,No,External,Collision,,
30-Jan-01,03-May-01,Male,2,44,1730,78,Sedan - Liability,0,400,4,No,No,External,Liability,,
10-Jul-02,01-Aug-02,Male,3,58,1731,2984,Sedan - Collision,0,400,3,No,No,External,Collision,,
17-Jan-01,15-Aug-01,Male,3,58,1732,2931,Sport - Collision,0,400,4,No,No,External,Collision,,
13-Jul-01,03-Aug-01,Male,3,21,1733,3974,Sport - Collision,0,400,3,No,No,External,Collision,,
16-Apr-01,27-Oct-01,Male,5,73,1734,4140,Sedan - Liability,0,400,2,No,No,External,Liability,,
09-Jan-01,20-Feb-01,Male,6,51,1735,1775,Sedan - Liability,0,500,2,No,No,External,Liability,,
15-Apr-02,19-Apr-02,Male,4,73,1736,2040,Sedan - Liability,0,400,1,No,No,External,Liability,,
26-Feb-01,05-Sep-01,Male,2,24,1737,2221,Sedan - All Perils,1,400,1,No,No,External,All Perils,,
13-Mar-02,19-Sep-02,Male,4,55,1738,1317,Sedan - All Perils,1,400,4,No,No,External,All Perils,,
25-Jun-01,30-Mar-02,Male,1,59,1739,128,Sedan - Liability,0,400,2,No,No,External,Liability,,
16-Jan-01,26-Feb-01,Male,6,27,1740,1506,Sedan - Collision,0,400,1,No,No,External,Collision,,
15-Jan-01,09-Apr-01,Male,2,67,1741,2343,Sedan - Liability,0,400,1,No,No,External,Liability,,
15-Feb-03,15-Oct-03,Male,6,42,1742,2548,Sedan - Collision,0,400,4,No,No,External,Collision,,
02-Feb-01,09-Oct-01,Male,3,54,1743,3011,Sedan - Liability,0,400,3,No,No,External,Liability,,
08-May-01,01-Jul-01,Male,5,59,1744,4940,Sedan - Collision,0,400,2,No,No,External,Collision,,
03-Mar-02,30-Aug-02,Male,2,40,1745,4774,Sedan - Liability,0,400,3,No,No,External,Liability,,
06-Apr-02,24-Apr-02,Female,0,70,1746,2387,Sedan - All Perils,0,400,2,No,No,External,All Perils,,
01-Sep-01,01-Sep-01,Male,2,46,1747,2245,Sport - Collision,0,400,1,No,No,External,Collision,,
29-Mar-01,26-Jan-02,Male,6,78,1748,1938,Sport - Collision,0,400,1,No,No,External,Collision,,
02-Jul-03,07-Oct-03,Male,6,34,1749,4957,Sedan - Liability,0,400,2,No,No,External,Liability,,
01-May-01,06-Oct-01,Male,6,42,1750,4299,Sedan - Liability,0,400,1,No,No,External,Liability,,
29-Jun-01,19-Jul-01,Male,6,43,1751,3375,Sedan - Collision,0,400,3,No,No,External,Collision,,
08-Apr-01,19-Nov-01,Male,2,25,1752,4072,Sedan - All Perils,0,400,1,No,No,External,All Perils,,
11-Jan-01,08-May-01,Female,0,33,1753,2223,Sedan - Collision,0,400,1,No,No,External,Collision,,
20-Jul-01,03-Aug-01,Male,2,43,1754,674,Sedan - All Perils,0,400,1,No,No,External,All Perils,,
23-Oct-01,19-Aug-02,Male,4,49,1755,1043,Sedan - Collision,0,400,2,No,No,External,Collision,,
18-Apr-01,01-May-01,Male,1,41,1756,2796,Sedan - Collision,0,400,2,No,No,External,Collision,,
14-Feb-01,27-Apr-01,Male,2,42,1757,127,Sedan - Collision,0,400,3,No,No,External,Collision,,
27-Oct-01,22-Sep-02,Male,5,39,1758,4456,Sedan - All Perils,0,400,1,No,No,External,All Perils,,
13-Sep-01,15-Dec-01,Male,4,61,1759,2711,Sedan - Liability,0,400,1,No,No,External,Liability,,
23-Feb-01,29-Mar-01,Female,0,58,1760,3511,Sedan - Collision,0,400,2,No,No,External,Collision,,
15-May-02,16-Aug-02,Male,3,30,1761,1974,Sedan - Collision,0,400,4,No,No,External,Collision,,
11-Jul-01,01-Jan-02,Male,2,24,1762,4557,Sedan - Liability,0,400,1,Yes,No,External,Liability,,
06-Feb-01,30-Jun-01,Male,6,78,1763,1588,Sedan - All Perils,0,400,1,No,No,External,All Perils,,
29-Dec-01,03-May-02,Male,3,73,1764,1736,Sedan - Liability,0,400,4,No,No,External,Liability,,
21-May-02,24-Feb-03,Male,4,58,1765,3584,Sedan - Collision,0,400,4,No,No,External,Collision,,
20-Jan-01,03-Apr-01,Male,3,30,1766,2659,Sedan - All Perils,1,400,2,No,No,External,All Perils,,
20-Apr-03,27-May-03,Male,1,58,1767,2579,Sedan - Collision,0,400,3,No,No,External,Collision,,
13-Aug-01,11-Jan-02,Female,0,40,1768,2288,Sedan - Liability,0,400,4,No,No,External,Liability,,
23-Oct-01,01-Aug-02,Male,5,36,1769,1061,Sedan - All Perils,0,400,2,No,No,External,All Perils,,
23-Jan-01,06-Feb-01,Male,1,38,1770,2917,Sedan - All Perils,0,400,3,No,No,External,All Perils,,
20-Oct-01,14-Nov-01,Male,5,71,1771,1018,Sedan - Liability,0,400,1,No,No,External,Liability,,
18-Feb-01,04-Mar-01,Male,3,36,1772,4918,Sedan - All Perils,0,400,2,No,No,External,All Perils,,
22-Jan-02,01-May-02,Male,1,43,1773,2638,Sedan - All Perils,0,400,1,No,No,External,All Perils,,
31-May-01,06-Jun-01,Male,1,34,1774,3314,Sedan - Liability,0,400,3,No,No,Internal,Liability,,
09-Mar-02,02-Mar-03,Female,0,73,1775,2366,Sedan - All Perils,0,400,3,No,No,External,All Perils,,
11-Apr-01,15-Jul-01,Male,1,70,1776,1072,Sedan - Collision,0,400,3,No,No,External,Collision,,
01-Jun-01,27-Jun-01,Male,2,75,1777,4830,Sedan - Collision,0,400,4,No,No,External,Collision,,
05-Sep-01,21-Nov-01,Male,5,62,1778,3503,Sedan - Collision,1,400,4,No,No,External,Collision,,
02-Mar-01,24-Aug-01,Male,6,76,1779,3923,Sedan - Collision,0,400,4,No,No,External,Collision,,
12-Mar-01,18-Sep-01,Male,5,33,1780,1006,Sedan - Collision,0,400,2,No,No,External,Collision,,
14-May-02,14-Jun-02,Female,0,51,1781,4,Sedan - Collision,1,400,4,No,No,External,Collision,,
13-Mar-02,23-Mar-02,Male,2,52,1782,1608,Sedan - Collision,0,400,4,No,No,External,Collision,,
24-Nov-01,01-Dec-01,Male,5,45,1783,897,Sedan - Liability,0,400,4,No,No,External,Liability,,
03-Feb-01,17-Apr-01,Male,5,72,1784,2500,Sedan - Liability,0,400,3,No,No,External,Liability,,
26-May-01,08-Jul-01,Male,4,70,1785,532,Sedan - Liability,0,400,3,No,No,External,Liability,,
02-Aug-01,10-Oct-01,Male,3,31,1786,4117,Sedan - All Perils,0,500,4,No,No,External,All Perils,,
03-Jan-01,11-Feb-02,Male,5,76,1787,1928,Sedan - Collision,0,400,3,No,No,External,Collision,,
26-Jun-01,07-Jan-02,Male,6,59,1788,3476,Sedan - Collision,0,400,2,No,No,External,Collision,,
14-Sep-02,01-Nov-03,Male,4,38,1789,4804,Sport - Collision,0,400,3,No,No,External,Collision,,
22-Apr-01,26-Aug-01,Male,3,60,1790,709,Sedan - Collision,1,400,4,No,No,External,Collision,,
23-Oct-01,12-Dec-01,Male,3,77,1791,625,Sedan - All Perils,0,400,4,No,No,External,All Perils,,
27-Oct-02,21-Dec-02,Male,1,25,1792,960,Sedan - All Perils,0,400,2,No,No,External,All Perils,,
13-Oct-01,15-Mar-02,Male,1,71,1793,3988,Sedan - All Perils,0,400,4,No,No,External,All Perils,,
20-Feb-02,02-Apr-02,Male,5,51,1794,1133,Sedan - Liability,0,400,2,No,No,External,Liability,,
15-Mar-02,26-Mar-02,Male,2,60,1795,2917,Utility - All Perils,0,400,3,No,No,External,All Perils,,
19-Aug-01,15-Nov-01,Female,0,46,1796,1363,Sedan - Collision,0,400,2,No,No,External,Collision,,
30-Jan-01,03-Oct-01,Male,1,30,1797,4938,Sedan - Collision,0,400,4,No,No,External,Collision,,
16-Jan-02,11-Jun-02,Male,3,21,1798,2468,Sedan - Liability,0,400,4,No,No,External,Liability,,
25-Apr-01,01-Jul-01,Male,4,29,1799,2916,Sedan - Collision,0,700,3,No,No,External,Collision,,
04-Jan-01,24-Dec-01,Male,3,50,1800,3556,Sedan - All Perils,0,400,3,No,No,External,All Perils,,
07-Jul-02,11-Sep-02,Female,0,76,1801,226,Sedan - Liability,0,400,3,No,No,External,Liability,,
07-Sep-01,08-Dec-01,Male,2,56,1802,2313,Sedan - All Perils,0,400,2,No,No,External,All Perils,,
02-May-01,08-May-01,Female,0,31,1803,668,Sedan - Collision,0,400,1,No,No,External,Collision,,
08-Jul-01,10-Sep-01,Male,1,27,1804,1141,Sedan - All Perils,0,400,1,No,No,External,All Perils,,
26-Mar-01,05-Dec-01,Male,6,49,1805,3351,Sedan - Collision,0,400,2,No,No,External,Collision,,
04-Dec-02,10-Sep-03,Male,3,66,1806,3332,Sedan - All Perils,0,400,4,No,No,External,All Perils,,
24-Jul-01,23-Aug-01,Male,1,31,1807,1169,Sedan - Collision,0,400,3,No,No,External,Collision,,
29-Oct-02,25-Aug-03,Male,5,44,1808,4605,Sedan - Liability,0,400,3,No,No,External,Liability,,
13-Jul-01,07-Aug-01,Male,3,22,1809,575,Sedan - All Perils,0,400,2,No,No,External,All Perils,,
11-May-01,02-Jul-01,Male,5,33,1810,1747,Sedan - Liability,0,400,3,No,No,External,Liability,,
14-Dec-01,22-Dec-01,Male,2,52,1811,2112,Sedan - Liability,0,400,4,No,No,External,Liability,,
16-Jun-01,03-Jul-01,Male,1,21,1812,298,Sport - Collision,1,400,1,No,No,External,Collision,,
27-Jul-01,30-Sep-01,Male,1,59,1813,1107,Sedan - Collision,0,400,4,No,No,External,Collision,,
15-Feb-01,08-Jul-01,Male,1,62,1814,73,Sedan - Liability,0,400,1,No,No,External,Liability,,
28-Apr-02,06-Jun-02,Male,5,38,1815,4881,Sedan - All Perils,0,400,1,No,No,External,All Perils,,
07-Jun-01,05-Aug-01,Male,1,76,1816,4086,Sedan - Collision,0,400,1,No,Yes,External,Collision,,
22-Jan-01,13-Feb-01,Male,1,64,1817,3589,Sedan - Collision,0,400,3,No,No,External,Collision,,
05-Aug-02,27-Oct-02,Male,4,49,1818,4274,Sedan - Collision,0,400,4,No,No,External,Collision,,
12-Oct-01,10-Sep-02,Male,1,41,1819,1026,Sedan - Collision,0,400,1,No,No,External,Collision,,
12-May-01,01-Aug-01,Male,3,40,1820,1351,Sedan - All Perils,0,400,1,No,No,External,All Perils,,
22-Feb-02,24-Mar-02,Male,2,70,1821,3480,Sedan - Collision,0,400,3,No,No,External,Collision,,
10-Jan-01,04-May-01,Male,1,69,1822,2324,Sedan - Collision,0,400,4,No,No,External,Collision,,
12-Jul-01,22-Sep-01,Female,0,27,1823,952,Sedan - Collision,0,400,3,No,No,External,Collision,,
11-Jan-01,14-Oct-01,Male,1,27,1824,1195,Sedan - Collision,0,400,4,No,No,External,Collision,,
14-Mar-02,01-Jun-02,Male,1,30,1825,3482,Sedan - Collision,0,400,1,No,No,External,Collision,,
04-Apr-01,30-May-01,Male,2,65,1826,2702,Sport - Collision,0,400,1,No,No,External,Collision,,
24-May-01,20-Jan-02,Male,5,54,1827,4781,Sedan - Liability,0,400,1,No,No,External,Liability,,
12-Apr-01,12-Jul-01,Male,1,51,1828,2307,Sedan - Collision,0,400,2,No,No,External,Collision,,
14-Feb-01,02-Jul-01,Male,6,28,1829,3963,Sedan - Collision,0,400,4,No,No,External,Collision,,
11-Mar-01,09-May-01,Male,3,35,1830,4361,Sedan - Collision,0,700,2,Yes,No,External,Collision,,
12-Mar-01,23-Sep-01,Female,0,70,1831,2653,Sedan - Liability,0,400,4,No,No,External,Liability,,
08-Mar-03,28-Jan-04,Male,1,61,1832,1750,Sedan - Liability,0,400,2,No,No,External,Liability,,
14-Jun-01,09-Jun-02,Male,2,50,1833,4031,Sedan - Collision,0,400,1,No,No,External,Collision,,
06-Jan-01,30-May-01,Female,0,26,1834,4976,Sedan - Liability,0,400,3,No,No,External,Liability,,
05-Oct-01,22-Oct-01,Male,5,37,1835,1997,Sedan - All Perils,0,400,3,No,No,External,All Perils,,
31-Jan-02,15-Jul-02,Male,3,46,1836,207,Sedan - Collision,0,400,3,No,No,External,Collision,,
19-Apr-01,24-Aug-01,Male,2,26,1837,1569,Sedan - Liability,0,500,2,No,No,External,Liability,,
21-Feb-01,25-Jul-01,Male,1,71,1838,4789,Sedan - Collision,0,400,4,No,No,External,Collision,,
12-Mar-01,15-May-01,Male,6,19,1839,2607,Sedan - Collision,0,400,2,No,No,External,Collision,,
